OBJECTID;stop_id;stop_code;stop_name;stop_desc;E1 Υπάρχει Στέγαστρο?;E2 Υπάρχει κάθισμα?;Ε3 Ορατότητα;Ε4 Εξοχή πεζοδρομίου;Ε5 Τηλεματική;Ε6 Καθαριότητα;Σταθμός ΜΕΤΡΟ
268;60291;60291;ΕΛΟΥΛΟΥ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
269;60292;60292;ΥΠΟΥΡΓΕΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
270;60293;60293;ΚΟΛΥΜΒΗΤΗΡΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
271;60294;60294;ΚΑΜΠΑ;Επί της ΠΕΙΡΑΙΩΣ;Όχι;Όχι;Καλή;Όχι;Ναι;Κακή;
272;60295;60295;ΦΩΤΑΕΡΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Όχι;Όχι;Κακή;
273;60296;60296;ΠΑΛ.ΑΓΟΡΑ;Επί της ΠΕΙΡΑΙΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
274;60297;60297;ΑΣΩΜΑΤΩΝ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
275;60298;60298;ΙΚΑ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Καλή;
276;60299;60299;ΩΔΕΙΟ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
277;60300;60300;ΑΓΟΡΑ;Επί της ΑΘΗΝΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
278;60301;60301;ΜΟΝΑΣΤΗΡΑΚΙ;Επί της ΑΘΗΝΑΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
279;60305;60305;ΑΓΙΑ ΑΙΚΑΤΕΡΙΝΗ;Επί της ΣΙΤΑΚΗΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
280;60306;60306;ΒΑΡΒΑΚΕΙΟ;Επί της ΜΟΥΣΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
281;60307;60307;ΡΟΥΦ;Επί της Π.ΡΑΛΛΗ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
282;60308;60308;ΨΥΓΕΙΑ;Επί της Π.ΡΑΛΛΗ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
283;60312;60312;ΣΧΟΛΕΙΟ;Επί της ΤΣΟΥΝΤΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
284;60313;60313;ΑΧΙΛΛΕΩΣ;Επί της ΑΧΙΛΛΕΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
285;60314;60314;ΠΑΛΑΙΑ ΑΓΟΡΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
286;60315;60315;ΣΙΔΕΡΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
287;60316;60316;ΣΠΥΡΟΥ ΠΑΤΣΗ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
288;60317;60317;ΓΕΩΠΟΝΙΚΗ ΣΧΟΛΗ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
289;60318;60318;ΕΒΓΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
290;60319;60319;ΙΕΡΗ ΕΛΙΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
291;60320;60320;ΑΓ.ΣΑΒΒΑΣ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
292;60321;60321;ΑΓ.ΣΑΒΒΑΣ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
293;60322;60322;ΙΕΡΗ ΕΛΙΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
294;60323;60323;ΕΒΓΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
295;60324;60324;ΓΕΩΠΟΝΙΚΗ ΣΧΟΛΗ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
296;60325;60325;ΣΙΔΕΡΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
297;60326;60326;ΠΑΛΑΙΑ ΑΓΟΡΑ;Επί της ΙΕΡΑΣ ΟΔΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
298;60327;60327;ΣΠΥΡΟΥ ΠΑΤΣΗ;Επί της ΣΠΥΡΟΥ ΠΑΤΣΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
299;60328;60328;ΑΓ.ΜΑΡΚΕΛΑ;Επί της ΣΠΥΡΟΥ ΠΑΤΣΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
300;60329;60329;ΚΟΖΑΝΗΣ;Επί της ΚΟΖΑΝΗΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
301;60330;60330;ΣΧΟΛΕΙΑ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
302;60331;60331;ΚΟΝΤΕΛΗΣ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
303;60332;60332;ΖΗΤΑ ΕΛΛΑΣ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
304;60333;60333;ΕΤΜΑ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
305;60334;60334;ΤΕΡΜΑ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
306;60335;60335;ΕΤΜΑ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
307;60336;60336;ΖΗΤΑ ΕΛΛΑΣ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
308;60337;60337;ΚΟΝΤΕΛΗΣ;Επί της ΟΡΦΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
309;60338;60338;ΣΧΟΛΕΙΑ;Επί της ΟΡΦΕΩΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
310;60339;60339;ΑΓ.ΜΑΡΚΕΛΑ;Επί της ΣΠΥΡΟΥ ΠΑΤΣΗ;Όχι;Όχι;Καλή;Ναι;Ναι;Κακή;
311;60340;60340;ΑΚΤΑΙΟΥ;Επί της ΑΚΤΑΙΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
312;60341;60341;ΣΤΑΘΜΟΣ ΗΣΑΠ ΘΗΣΕΙΟΥ;Επί της ΕΡΜΟΥ;;;;;;;Ναι
313;60342;60342;ΠΛ.ΕΛΕΥΘΕΡΙΑΣ;Επί της ΠΛ.ΚΟΥΜΟΥΝΔΟΥΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
314;60343;60343;ΙΚΑ;Επί της ΜΥΛΛΕΡΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
315;60345;60345;ΜΑΡΑΘΩΝΟΣ;Επί της ΛΕΩΝΙΔΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Μέτρια;
316;60346;60346;ΣΑΛΑΜΙΝΟΣ;Επί της ΛΕΩΝΙΔΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Μέτρια;
317;60347;60347;ΜΥΚΑΛΗΣ;Επί της ΛΕΩΝΙΔΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
318;60348;60348;ΑΓ.ΜΑΡΚΕΛΑ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
319;60349;60349;ΑΜΑΞΟΣΤΑΣΙΟ ΒΟΤΑΝΙΚΟΥ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
320;60350;60350;ΑΓ.ΠΟΛΥΚΑΡΠΟΣ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
321;60351;60351;ΔΗΜΑΡΑΚΗ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
322;60352;60352;ΣΟΦΤΕΞ;Επί της ΧΑΡΤΕΡΓΑΤΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
323;60353;60353;ΣΟΦΤΕΞ;Επί της ΧΑΡΤΕΡΓΑΤΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
324;60354;60354;ΔΗΜΑΡΑΚΗ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
325;60355;60355;ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
326;60356;60356;ΑΜΑΞΟΣΤΑΣΙΟ ΒΟΤΑΝΙΚΟΥ;Επί της ΑΓ.ΠΟΛΥΚΑΡΠΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Κακή;
327;60357;60357;ΛΑΙΣ;Επί της ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
328;60358;60358;ΠΛΑΤΑΙΩΝ;Επί της ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
329;60359;60359;ΛΕΩΝΙΔΟΥ;Επί της ΘΕΡΜΟΠΥΛΩΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
330;60361;60361;ΠΕΙΡΑΙΩΣ;Επί της ΑΓ.ΑΣΩΜΑΤΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
331;60362;60362;ΑΓ.ΑΣΩΜΑΤΟΙ;Επί της ΑΓ.ΑΣΩΜΑΤΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
332;60363;60363;ΜΥΛΛΕΡΟΥ;Επί της ΜΕΓ.ΑΛΕΞΑΝΔΡΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
333;60364;60364;ΕΘΝΙΚΗ ΓΛΥΠΤΟΘΗΚΗ;Επί της ΛΕΩΦ.ΠΑΝ.ΚΑΝΕΛΛΟΠΟΥΛΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
334;60365;60365;ΕΡΡΙΚΟΣ ΝΤΙΝΑΝ;Επί της ΣΟΦ.ΣΛΗΜΑΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
335;60366;60366;ΜΗΤΣΑΚΗ;Επί της ΑΓ.ΛΑΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
336;60367;60367;ΙΔΡΥΜΑ ΜΕΙΖΩΝ.ΕΛΛΗΝΙΣΜΟΥ;Επί της ΠΟΥΛΟΠΟΥΛΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
337;60368;60368;ΠΛ.ΠΑΠΑΔΙΑΜΑΝΤΗ;Επί της ΜΑΡΚΟΡΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
338;60372;60372;ΙΔΡ.ΜΕΛ.ΜΕΡΚΟΥΡΗ;Επί της ΠΕΡΣΕΦΟΝΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
339;60373;60373;ΕΡΕΧΘΕΙΟΥ;Επί της ΡΟΒΕΡΤΟΥ ΓΚΑΛΛΙ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
340;60374;60374;ΑΦΕΤΗΡΙΑ;Επί της ΡΟΒΕΡΤΟΥ ΓΚΑΛΛΙ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
341;60375;60375;ΕΡΕΧΘΕΙΟΥ;Επί της ΚΑΒΑΛΛΟΤΙ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
342;60377;60377;ΔΗΜΟΦΩΝΤΟΣ;Επί της ΠΟΥΛΟΠΟΥΛΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
343;60378;60378;ΜΥΡΜΙΔΟΝΩΝ;Επί της ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
344;60379;60379;ΓΕΦΥΡΑ;Επί της ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
345;60380;60380;ΤΡΕΙΣ ΙΕΡΑΡΧΑΙ;Επί της ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
346;60381;60381;ΦΑΡΜΑΚΕΙΟ;Επί της ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
347;60382;60382;ΣΤ.ΗΣΑΠ ΠΕΤΡΑΛΩΝΩΝ;Επί της ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
348;60383;60383;ΠΑΛΑΙΟ ΤΕΡΜΑ;Επί της ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
349;60384;60384;ΚΗΦΙΣΟΔΟΤΟΥ;Επί της ΚΗΦΙΣΟΔΟΤΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
350;60385;60385;ΑΦΕΤΗΡΙΑ;Επί της ΠΑΡΑΔΡ.ΚΑΛΛΙΡΡΟΗΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
351;60386;60386;ΚΟΙΛΗΣ;Επί της ΚΟΙΛΗΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
352;60387;60387;ΠΑΠΑΦΩΤΗ;Επί της ΔΗΜΟΦΩΝΤΟΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Όχι;Όχι;Κακή;
353;60388;60388;ΤΡΕΙΣ ΙΕΡΑΡΧΕΣ;Επί της ΔΗΜΟΦΩΝΤΟΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
354;60389;60389;ΓΥΜΝΑΣΙΟ;Επί της ΔΗΜΟΦΩΝΤΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
355;60390;60390;ΑΣΤΥΝΟΜΙΑ;Επί της ΔΗΜΟΦΩΝΤΟΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
356;60391;60391;ΒΑΣΙΛΑΚΑΚΗ;Επί της ΝΗΛΕΩΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
357;60394;60394;ΙΚΑ;Επί της ΚΕΙΡΙΑΔΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
358;60395;60395;ΤΑΧΥΔΡΟΜΕΙΟ;Επί της ΚΕΙΡΙΑΔΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
359;60397;60397;ΓΕΦ.ΠΟΥΛΟΠΟΥΛΟΥ;Επί της ΗΡΑΚΛΕΙΔΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
360;60398;60398;ΣΤ.ΗΣΑΠ ΠΕΤΡΑΛΩΝΩΝ;Επί της ΚΕΙΡΙΑΔΩΝ;Όχι;Όχι;Καλή;Ναι;Όχι;Καλή;
361;60399;60399;ΑΘΗΝΑΔΩΡΟΥ;Επί της ΚΕΙΡΙΑΔΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
362;60400;60400;ΓΕΦΥΡΕΣ;Επί της ΚΕΙΡΙΑΔΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
363;60401;60401;1η ΣΤΑΣΗ;Επί της ΤΡΙΑΝΤΑΦΥΛΛΟΠΟΥΛΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
364;60402;60402;ΝΗΛΕΩΣ;Επί της ΝΗΛΕΩΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
365;60404;60404;ΣΥΝΤΑΓΜΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
366;60405;60405;ΖΑΠΠΕΙΟ;Επί της ΛΕΩΦ.ΒΑΣ.ΟΛΓΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
367;60406;60406;ΖΑΠΠΕΙΟ;Επί της ΑΡΔΗΤΤΟΥ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Καλή;
368;60407;60407;ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ;Επί της ΚΑΛΛΙΡΡΟΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
369;60408;60408;ΦΙΞ;Επί της ΚΑΛΛΙΡΡΟΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
370;60409;60409;ΚΑΣΟΜΟΥΛΗ;Επί της ΚΟΣΑΜΟΥΛΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
371;60410;60410;ΜΟΝΑΣΤΗΡΑΚΙ;Επί της ΕΡΜΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
372;60411;60411;ΒΟΡΕΟΥ;Επί της ΑΘΗΝΑΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
373;60412;60412;ΑΓΟΡΑ;Επί της ΑΘΗΝΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
374;60413;60413;ΔΗΜΑΡΧΕΙΟ;Επί της ΑΘΗΝΑΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
375;60414;60414;ΝΕΟΣ ΚΟΣΜΟΣ;Επί της ΠΛ.ΚΑΡΑΙΣΚΑΚΗ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
376;60415;60415;ΟΜΟΝΟΙΑ-MENANΔΡΟΥ;Επί της ΠΕΙΡΑΙΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Κακή;
377;60416;60416;ΝΕΟΣ ΚΟΣΜΟΣ;Επί της ΓΟΥΒΕΣΗ;Ναι, καλή κατάσταση;Όχι;Καλή;Όχι;Ναι;Καλή;
378;60418;60418;ΑΦΕΤΗΡΙΑ;Επί της ΜΑΡΝΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
379;60419;60419;ΜΠΑΚΝΑΝΑ;Επί της ΜΑΧΗΣ ΑΝΑΛΑΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
380;60426;60426;ΗΠΕΙΡΟΥ;Επί της 3ης ΣΕΠΤΕΜΒΡΙΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
381;60427;60427;ΠΛ.ΒΙΚΤΩΡΙΑΣ;Επί της 3ηs ΣΕΠΤΕΜΒΡΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Ναι;Όχι;Κακή;
382;60428;60428;ΑΓΓΕΛΟΠΟΥΛΟΥ;Επί της 3ηs ΣΕΠΤΕΜΒΡΙΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
383;60429;60429;ΚΕΦΑΛΛΗΝΙΑΣ;Επί της 3ηs ΣΕΠΤΕΜΒΡΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
384;60431;60431;ΚΑΛΛΙΦΡΟΝΑ;Επί της ΔΡΟΣΟΠΟΥΛΟΥ;Όχι;Όχι;Καλή;Ναι;Ναι;Κακή;
385;60435;60435;ΓΕΦΥΡΑ ΚΑΒΑΛΑΣ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
386;60436;60436;ΙΠΠΟΛΥΤΟΥ;Επί της ΤΑΥΓΕΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
387;60437;60437;ΣΧΟΛΕΙΑ ΓΚΡΑΒΑΣ;Επί της ΤΑΥΓΕΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Ναι;Όχι;Μέτρια;
388;60438;60438;ΓΑΛΑΤΣΙΟΥ;Επί της ΑΓ.ΛΑΥΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Μέτρια;
389;60439;60439;ΧΑΤΖΗΔΑΚΗ;Επί της ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
390;60440;60440;ΒΟΡΕΙΟΣ ΠΟΛΟΣ;Επί της ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
391;60441;60441;ΒΟΡΕΙΟΣ ΠΟΛΟΣ;Επί της ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
392;60442;60442;ΧΑΤΖΗΔΑΚΗ;Επί της ΛΕΩΦ.ΓΑΛΑΤΣΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
393;60443;60443;ΠΛ.ΠΑΠΑΛΟΥΚΑ;Επί της ΠΛ.ΠΑΠΑΛΟΥΚΑ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
394;60444;60444;ΑΣΤΥΝΟΜΙΑ;Επί της ΧΑΛΕΠΑ;Όχι;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
395;60445;60445;ΧΑΛΕΠΑ;Επί της ΧΑΛΕΠΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
396;60447;60447;ΣΥΡΑΚΟΥΣΩΝ;Επί της ΣΥΡΑΚΟΥΣΩΝ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
397;60448;60448;ΠΤΟΛΕΜΑΙΩΝ;Επί της ΣΥΡΑΚΟΥΣΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
398;60449;60449;ΠΛΑΤΕΙΑ;Επί της ΣΥΡΑΚΟΥΣΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
399;60450;60450;ΣΧΟΛΕΙΟ;Επί της ΩΡΩΠΟΥ;Ναι, καλή κατάσταση;Όχι;Καλή;Όχι;Όχι;Κακή;
400;60452;60452;ΧΑΛΕΠΑ;Επί της ΧΑΛΕΠΑ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Κακή;
401;60453;60453;ΑΣΤΥΝΟΜΙΑ;Επί της ΧΑΛΕΠΑ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Κακή;
