OBJECTID;stop_id;stop_code;stop_name;stop_desc;E1 Υπάρχει Στέγαστρο?;E2 Υπάρχει κάθισμα?;Ε3 Ορατότητα;Ε4 Εξοχή πεζοδρομίου;Ε5 Τηλεματική;Ε6 Καθαριότητα;Σταθμός ΜΕΤΡΟ
657;60846;60846;ΝΕΑΡΧΟΥ;Επί της ΦΙΛΟΛΑΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
658;60847;60847;ΕΜΠΕΔΟΚΛΕΟΥΣ;Επί της ΕΜΠΕΔΟΚΛΕΟΥΣ;Όχι;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
659;60848;60848;ΦΡΥΝΩΝΟΣ;Επί της ΙΛΙΑΔΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
660;60849;60849;ΔΑΜΑΓHΤOY;Επί της ΙΛΙΑΔΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
661;60850;60850;ΔΑΜΑΡΕΩΣ;Επί της ΔΑΜΑΓΗΤΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
662;60851;60851;ΡΟΖΙΤΑ;Επί της ΗΛΙΟΥΠΟΛΕΩΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
663;60852;60852;Α'ΝΕΚΡΟΤΑΦΕΙΟ;Επί της ΗΛΙΟΥΠΟΛΕΩΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
664;60854;60854;ΒΑΡΙΩΤΗ;Επί της ΚΑΡΕΑ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
665;60855;60855;ΜΑΚΡΥΓΙΑΝΝΗ;Επί της ΑΘ.ΔΙΑΚΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
666;60856;60856;ΜΑΚΡΥΓΙΑΝΝΗ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
667;60858;60858;ΑΓΙΑ ΦΩΤΕΙΝΗ;Επί της ΚΑΛΛΙΡΡΟΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
668;60860;60860;ΧΑΤΖΗΧΡΗΣΤΟΥ;Επί της ΛΕΩΦ.ΣΥΓΓΡΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
669;60864;60864;ΑΓ.ΠΑΝΤΕΛΕΗΜΩΝ;Επί της ΚΑΛΛΙΡΡΟΗΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
670;60865;60865;ΑΓ.ΦΩΤΕΙΝΗΣ;Επί της ΚΑΛΛΙΡΡΟΗΣ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Μέτρια;
671;60866;60866;ΚΟΛΥΜΒΗΤΗΡΙΟ;Επί της ΑΡΔΗΤΤΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
672;60867;60867;ΑΓ.ΦΩΤΕΙΝΗ;Επί της ΑΡΔΗΤΤΟΥ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
673;60870;60870;ΣΥΝΤΑΓΜΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
674;60874;60874;ΚΕΦΑΛΛΗΝΙΑΣ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
675;60875;60875;ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ;Επί της ΠΑΤΗΣΙΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Κακή;Όχι;Ναι;Μέτρια;
676;60876;60876;ΚΑΛΛΙΦΡΟΝΑ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
677;60877;60877;ΛΥΣΣΙΑΤΡΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Ναι;Καλή;
678;60878;60878;ΛΥΣΣΙΑΤΡΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
679;60880;60880;ΠΛ.ΑΜΕΡΙΚΗΣ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
680;60881;60881;ΣΤΑΘΜΟΣ ΗΣΑΠ ΑΤΤΙΚΗ;Επί της ΑΔΜΗΤΟΥ;;;;;;;Ναι
681;60883;60883;ΠΟΛΥΤΕΧΝΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
682;60884;60884;ΟΜΟΝΟΙΑ;Επί της ΣΤΑΔΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
683;60886;60886;ΕΥΕΛΠΙΔΩΝ;Επί της ΒΑΛΤΙΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
684;60887;60887;ΑΓ.ΧΑΡΑΛΑΜΠΟΣ;Επί της ΒΑΛΤΙΝΩΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Όχι;Κακή;
685;60888;60888;ΕΜΠΕΔΟΚΛΕΟΥΣ;Επί της ΕΜΠΕΔΟΚΛΕΟΥΣ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Όχι;Κακή;
686;60889;60889;ΡΟΣΙΝΙΟΛ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
687;60891;60891;ΑΦΕΤΗΡΙΑ;Επί της ΧΑΛΚΟΚΟΝΔΥΛΗ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Καλή;
688;60893;60893;ΗΠΕΙΡΟΥ;Επί της ΑΧΑΡΝΩΝ;Όχι;Όχι;Καλή;Ναι;Ναι;Καλή;
689;60894;60894;ΧΕΥΔΕΝ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Κακή;
690;60895;60895;ΑΓ.ΠΑΝΤΕΛΕΗΜΩΝ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
691;60896;60896;ΙΘΑΚΗΣ;Επί της ΑΧΑΡΝΩΝ;Όχι;Όχι;Καλή;Ναι;Ναι;Καλή;
692;60897;60897;ΑΓ.ΜΕΛΕΤΙΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Κακή;
693;60898;60898;ΣΠΙΤΙ ΤΟΥ ΗΘΟΠΟΙΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Ναι;Κακή;
694;60899;60899;ΠΑΡΑΔΕΙΣΟΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Κακή;
695;60900;60900;ΑΓ.ΝΙΚΟΛΑΟΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
696;60901;60901;ΚΑΤΩ ΠΑΤΗΣΙΑ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
697;60902;60902;ΠΟΛΥΚΑΤΟΙΚΙΕΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
698;60903;60903;ΠΑΠΑΝΤΩΝΙΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
699;60904;60904;ΑΓ.ΕΛΕΥΘΕΡΙΟΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
700;60905;60905;ΚΟΚΚΙΝΑΚΗ;Επί της ΑΧΑΡΝΩΝ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
701;60906;60906;ΣΤΡΟΦΗ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Μέτρια;
702;60907;60907;ΣΤΡΟΦΗ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
703;60908;60908;ΚΟΚΚΙΝΑΚΗ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Μέτρια;
704;60909;60909;ΑΓ.ΕΛΕΥΘΕΡΙΟΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Μέτρια;
705;60910;60910;ΠΑΠΑΝΤΩΝΙΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Καλή;
706;60911;60911;ΠΟΛΥΚΑΤΟΙΚΙΕΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
707;60912;60912;ΓΕΦΥΡΑ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
708;60913;60913;ΚΑΤΩ ΠΑΤΗΣΙΑ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
709;60914;60914;ΑΓ.ΝΙΚΟΛΑΟΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Κακή;Ναι;Όχι;Κακή;
710;60915;60915;ΠΑΡΑΔΕΙΣΟΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Κακή;
711;60916;60916;ΣΠΙΤΙ ΤΟΥ ΗΘΟΠΟΙΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Κακή;
712;60917;60917;ΑΓ.ΜΕΛΕΤΙΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Ναι;Μέτρια;
713;60918;60918;ΙΘΑΚΗΣ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Κακή;
714;60919;60919;ΑΓ.ΠΑΝΤΕΛΕΗΜΩΝ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
715;60920;60920;ΧΕΥΔΕΝ;Επί της ΑΧΑΡΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Κακή;
716;60921;60921;ΙΟΥΛΙΑΝΟΥ;Επί της ΑΧΑΡΝΩΝ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Ναι;Καλή;
717;60922;60922;ΠΛ.ΒΑΘΗΣ;Επί της ΜΑΓΕΡ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
718;60923;60923;ΣΠΥΡΟΥ ΠΑΤΣΗ;Επί της ΛΕΩΦ.ΑΘΗΝΩΝ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
719;60924;60924;1η ΙΛΙΣΙΩΝ;Επί της ΝΥΜΦΑΙΩΝ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Ναι;Όχι;Μέτρια;
720;60928;60928;ΣΤ.ΥΠΕΡΑΣΤΙΚΩΝ ΛΕΩΦΟΡΕΙΩΝ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
721;60929;60929;ΛΑΝΑΡΑ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
722;60930;60930;ΚΟΛΟΚΥΝΘΟΥΣ;Επί της ΠΑΡΑΔΡ.ΛΕΩΦ.ΚΗΦΙΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
723;60931;60931;ΜΕΤΡΟ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
724;60932;60932;ΡΟΔΟΥ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Κακή;
725;60933;60933;ΒΙΟΦΑΡΜ;Επί της ΛΕΩΦ.ΚΗΦΙΣΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
726;60934;60934;ΚΥΡ.ΛΟΥΚΑΡΕΩΣ;Επί της ΚΥΡ.ΛΟΥΚΑΡΕΩΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
727;60935;60935;ΚΛΑΥΘΜΩΝΟΣ;Επί της ΔΡΑΓΑΤΣΑΝΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
728;60936;60936;ΠΟΣΕΙΔΩΝΑΣ;Επί της ΦΟΡΜΙΩΝΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Μέτρια;
729;60937;60937;6η ΦΟΡΜΙΩΝΟΣ;Επί της ΦΟΡΜΙΩΝΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
730;60938;60938;ΑΦΕΤΗΡΙΑ;Επί της ΣΤΡΓΟΥ ΚΑΛΛΑΡΗ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
731;60939;60939;ΕΥΡΥΔΑΜΑΝΤΟΣ;Επί της ΕΥΡΥΔΑΜΑΝΤΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
732;60940;60940;ΓΗΡΟΚΟΜΕΙΟ;Επί της ΕΥΣΤΘ.ΛΑΜΨΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Μέτρια;
733;60941;60941;2η ΜΠΑΚΝΑΝΑ;Επί της ΜΠΑΚΝΑΝΑ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Καλή;
734;60942;60942;3η ΜΠΑΚΝΑΝΑ;Επί της ΜΠΑΚΝΑΝΑ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
735;60943;60943;4η ΜΠΑΚΝΑΝΑ;Επί της ΜΠΑΚΝΑΝΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
736;60944;60944;3η ΜΠΑΚΝΑΝΑ;Επί της ΜΠΑΚΝΑΝΑ;Ναι, κακή κατάσταση;Όχι;Καλή;Όχι;Όχι;Μέτρια;
737;60945;60945;ΠΥΡΡΑΣ;Επί της ΠΥΡΡΑΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Καλή;
738;60948;60948;4η ΑΙΓΑΙΟΥ;Επί της ΚΡΑΤΗΤΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
739;60949;60949;3η ΑΙΓΑΙΟΥ;Επί της ΚΡΑΤΗΤΟΣ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
740;60950;60950;2η ΑΙΓΑΙΟΥ;Επί της ΚΡΑΤΗΤΟΣ;Όχι;Ναι, καλή κατάσταση;Καλή;Ναι;Όχι;Καλή;
741;60951;60951;1η ΑΙΓΑΙΟΥ;Επί της ΚΡΑΤΗΤΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
742;60952;60952;ΠΑΡΝΗΘΟΣ;Επί της ΠΑΡΝΗΘΟΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
743;60953;60953;ΦΑΕΘΩΝΤΟΣ;Επί της ΔΑΦΝΙΔΟΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
744;60954;60954;ΠΥΘΩΝΟΣ;Επί της ΔΑΦΝΙΔΟΣ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
745;60955;60955;ΑΓ.ΔΗΜΗΤΡΙΟΣ;Επί της ΣΤΡΓΟΥ ΚΑΛΛΑΡΗ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
746;60956;60956;ΠΕΖΟΔΡΟΜΟΣ;Επί της ΝΙΡΒΑΝΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
747;60957;60957;ΙΚΑ;Επί της ΑΓΗΣΙΛΑΟΥ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
748;60962;60962;ΚΥΘΝΟΥ;Επί της ΚΥΘΝΟΥ;Όχι;Όχι;Καλή;Ναι;Όχι;Κακή;
749;60967;60967;ΚΛΑΥΘΜΩΝΟΣ;Επί της ΣΤΑΔΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
750;60968;60968;ΕΥΡΙΠΙΔΟΥ;Επί της ΕΥΡΙΠΙΔΟΥ;Ναι, κακή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
751;60969;60969;ΜΑΡΑΣΛΕΙΟΣ;Επί της ΠΑΤΡΙΑΡΧΟΥ ΙΩΑΚΕΙΜ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
752;60970;60970;ΜΟΝΑΣΤΗΡΑΚΙ;Επί της ΕΡΜΟΥ;Στοά, χωρίς στέγαστρο;Όχι;Καλή;Όχι;Όχι;Κακή;
753;60971;60971;7η ΦΟΡΜΙΩΝΟΣ;Επί της ΦΟΡΜΙΩΝΟΣ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
754;60976;60976;ΑΦΕΤΗΡΙΑ;Επί της ΦΙΛΑΔΕΛΦΕΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
755;60977;60977;ΛΑΓΚΑΔΑ;Επί της ΛΑΓΚΑΔΑ;Όχι;Όχι;Κακή;Όχι;Όχι;Κακή;
756;60978;60978;ΜΠΟΥΚΟΥΒΑΛΑ;Επί της ΡΑΓΚΑΒΗ;Όχι;Όχι;Καλή;Ναι;Όχι;Μέτρια;
757;60979;60979;ΚΟΖΑΝΗΣ;Επί της ΣΠΥΡΟΥ ΠΑΤΣΗ;Όχι;Όχι;Καλή;Όχι;Όχι;Μέτρια;
758;60982;60982;ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Επί της ΑΓ.ΚΩΝΣΤΑΝΤΙΝΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
759;60985;60985;ΠΛ.ΚΑΝΙΓΓΟΣ;Επί της ΠΛ.ΚΑΝΙΓΓΟΣ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
760;60986;60986;ΑΝΔΡ.ΚΑΛΒΟΥ;Επί της ΑΝΔΡ.ΚΑΛΒΟΥ;Όχι;Όχι;Καλή;Όχι;Όχι;Καλή;
761;60987;60987;ΣΤΑΘΜΟΣ ΕΥΑΓΓΕΛΙΣΜΟΣ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
762;60989;60989;ΟΜΟΝΟΙΑ;Επί της ΣΤΑΔΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
763;60990;60990;ΠΛ.ΚΛΑΥΘΜΩΝΟΣ;Επί της ΣΤΑΔΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
764;60991;60991;ΣΥΝΤΑΓΜΑ;Επί της ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
765;60992;60992;ΤΕΡΜΑ;Επί της ΦΙΛΕΛΛΗΝΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
766;60993;60993;ΥΓΕΙΟΝΟΜΙΚΟ;Επί της ΛΕΩΦ.ΑΛΕΞΑΝΔΡΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Ναι;Καλή;
767;60997;60997;ΖΑΠΠΕΙΟ;Επί της ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
768;60998;60998;ΣΥΝΤΑΓΜΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
769;61000;61000;ΑΚΑΔΗΜΙΑ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
770;61002;61002;ΡΕΞ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Καλή;
771;61004;61004;ΟΜΟΝΟΙΑ;Επί της ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
772;61005;61005;ΑΓ.ΠΑΥΛΟΣ;Επί της ΔΗΛΗΓΙΑΝΝΗ;Ναι, καλή κατάσταση;Ναι, κακή κατάσταση (π.χ. είναι σπασμένο, έχει πρόχειρα γκράφιτι, είναι σκουριασμένο);Καλή;Όχι;Όχι;Κακή;
773;61006;61006;ΣΤ.ΚΑΤΩ ΠΕΤΡΑΛΩΝΩΝ;Επί της ΘΕΣΣΑΛΟΝΙΚΗΣ;;;;;;;Ναι
774;61007;61007;ΣΤ.ΘΗΣΕΙΟΥ;Επί της ΘΕΣΣΑΛΟΝΙΚΗΣ;;;;;;;Ναι
775;61008;61008;ΑΦΕΤΗΡΙΑ (ΠΛ.ΑΤΤΙΚΗΣ);Επί της ΑΓΟΡΑΚΡΙΤΟΥ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Κακή;
776;61009;61009;ΣΤ.ΜΟΝΑΣΤΗΡΑΚΙ;Επί της ΠΛ.ΜΟΝΑΣΤΗΡΑΚΙ;;;;;;;Ναι
777;61010;61010;ΠΟΛΥΤΕΧΝΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
778;61011;61011;ΠΟΛΥΤΕΧΝΕΙΟ;Επί της ΠΑΤΗΣΙΩΝ;Ναι, κακή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Μέτρια;
779;61013;61013;ΣΤ.ΟΜΟΝΟΙΑΣ;Επί της ΠΛ.ΟΜΟΝΟΙΑΣ;;;;;;;Ναι
780;61017;61017;ΙΠΠΟΚΡΑΤΟΥΣ;Επί της ΙΠΠΟΚΡΑΤΟΥΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Όχι;Μέτρια;
781;61020;61020;ΣΥΝΤΑΓΜΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Καλή;Όχι;Ναι;Καλή;
782;61022;61022;ΣΤ.ΑΤΤΙΚΗΣ;Επί της ΛΕΩΦ.ΙΩΝΙΑΣ;;;;;;;Ναι
783;61023;61023;ΑΦΕΤΗΡΙΑ;Επί της ΔΙΑΜ.ΧΩΡΟΥ ΣΤ.ΣΥΓΓΡΟΥ ΦΙΞ;;;;;;;
784;61024;61024;ΝΟΣΟΚ.ΑΛΕΞΑΝΔΡΑ;Επί της ΛΕΩΦ.ΒΑΣ.ΣΟΦΙΑΣ;Ναι, καλή κατάσταση;Ναι, καλή κατάσταση;Κακή;Όχι;Όχι;Καλή;
